authorId,authorName,content,waktu
6790037230,mzyyy21,Tiap mau login selalu diminta cek inbox tp gada masuk sms apapun. mohon diperbaiki lagi segeraaa!!!!!,2020-12-24T16:18:49-07:00
6790010466,anila purnamawati,Udah beberapa hari ini mau login brimo nggak bisa. Minta kode tapi sms kode nggak ada masuk ke nomorku,2020-12-24T16:06:33-07:00
6789806928,kuntuls,"Setiap update selalu bikin susah.. setiap login selalu ga bisa, disuruh check sms sampe 5 menit puluhan kali juga ga ada smsnya.. gimana terus?",2020-12-24T14:34:55-07:00
6788734897,Rizalical,"Saya CS BRI .. sedikit kecewa karna New brimo yang tadinya Beta sudah rilis tetapi belum sempurna , menyesal saat update yg brimo ternyata tampilannya sdh seperti yg beta . Fitur2 yg belum sempurna seharusnya jangan diluncurin dulu dong. Menu pilih rekening utama belom ada, saldo britama X e series tidak bisa di minimumkan 10rb kalau buat transfer. Bisanya lewat ib.bri.co.id . Kalo lewat brimo saldo gak cukup keterangannya . Tolong ya segera disempurnakan . Nasabah pada komplain nih setelah update. Ini demi kredibilitas BRI",2020-12-24T07:30:05-07:00
6788723698,shit6nes,"setelah diupdate, udah berkali kali cobak tetep aja gak ada sms masuk untuk link login brimo.
jadinya gak bisa login sampai sekarang!",2020-12-24T07:26:14-07:00
6788674953,Afffffffiiiiiiffffadilllll,ISI PULSA DULU YA GAN KLO MAU DPAT LINK,2020-12-24T07:10:24-07:00
6788640380,jhknc,Baru aja update karna dpet sms dri brimo suruh update eh pas login dsruh nunggu sms buat login tpi gak masuk” smsnya. Gmna tuh min ?,2020-12-24T06:59:09-07:00
6788419788,HlowFla,"Entah aplikasinya yg ngebug, atau hp saya yg ngebug, atau aplikasi gmail saya yg ngebug. Yang jelas adalah link konfirmasi email tidak pernah sampai walaupun sudah berkali-kali klik tombol “KIRIM ULANG”. Terima kasih",2020-12-24T05:49:39-07:00
6788360512,putu suwandita,Gak mau masuk setelah upgrade aplikasi,2020-12-24T05:30:17-07:00
6788306327,Akbar muhtar,Di iphone saya ketika buka aplikasi brimo ada tulisan “ device anda telah di jailbreak” padahal saya gk pernah jailbrek sblumnya,2020-12-24T05:12:59-07:00
6788297685,umaqdian,Saya gak bisa pakai briva untuk bayar homecredit yang biasanya bisa,2020-12-24T05:09:55-07:00
6788276976,Elsilia,"Awal pakai aplikasi ini sempet darah tinggi karna time out terus kan. Nah sekarang, aplikasinya udah diperbarui, dan ada fitur baru ya? Untuk pencatatan keuangan kita. Sangat bermanfaat sekali, apalagi untuk saya yg biasanya catat keuangan di buku. Sekarang lebih simple tinggal buka aplikasi brimo aja. Tampilan bri mo sekarang juga udah lebih better dan lebih eye catching ketimbang awal2. Keep it going ! ??",2020-12-24T05:02:24-07:00
6788274580,Muhammadfaiz,"Tertulis bisa daftar mobile banking tanpa ke bank, pas dicoba error, setelah menghubungi cs ternyata belum bisa daftar via aplikasi dan harus ke bank",2020-12-24T05:01:32-07:00
6788146232,Pengamat no.999,"Gak bisa login, gak ada otp sms masuk",2020-12-24T04:17:23-07:00
6787999408,Yunitasarifah,Kenapa saya gk bisa login ya hbis diperbarui. Kok malah jdi hrus msuk ke link. Tp masih gk bisa,2020-12-24T03:20:39-07:00
6787989852,?????,"Di update yg terbaru ini betul2 berubah dari yg lama. Aplikasinya jadi lebih gampang diakses, lebih praktis untuk top up, ada catatan keuangan juga dan gak lag ????",2020-12-24T03:16:56-07:00
6787934638,muidurrochman,"setelah update pas login gak bisa terus, disuruh nunggu sms konfirmasi smsnya gak masuk2 kenapa ya?",2020-12-24T02:55:37-07:00
6787863713,writeReciew,good update,2020-12-24T02:27:25-07:00
6787857063,puttriii,"Kenapa setelah update masuk login harus pake kode link lewat sms, pdhl nomerku yg aku daftarkan ke brimo hilang, dan sekarg gak bisa login karna gak bisa terima sms buat dapat linknya...payah",2020-12-24T02:24:39-07:00
6787614453,Mythaamelya,Kenapa app nya ga bisa login ? Terus menerus disuruh masuk link yg terkirim ke nomer hp. Tapi setelah udh klik linknya malah gak bisa dibuka due to error. Ini trus menerus sperti ini ga bisa login. Tolong segera diperbaiki permasalahannya. Terimakasih.,2020-12-24T00:45:58-07:00
6787507611,zzzzzxxxxzzzxxssddfgggfdwqqef,Dana transfer tidak masuk ke bank tujuan  dan dana kegantung terus sudah lebih dari 24 jam,2020-12-24T00:01:08-07:00
6787388377,gus man hkg,"Padahal salah password gak, udh makek pinger print pula masih aja kblokir sendiri????????",2020-12-23T23:08:14-07:00
6787320811,Dimaz Noe,Login sering bermasalah dan sering keblokir sendri,2020-12-23T22:37:10-07:00
6787293713,radityasih ambarini,"Per tanggal 23.12.2020 saya dapt sms dari bri info untuk upgrade brimo, langsung saya upgrade dan setelah saya upgrade untuk login aja susah banget harus nunggu link yang akan dikirim ke no hp. Saya sudah berulang kalo muat ulang tapi ga pernah ada sms masuk yang mengirimkan link seperti tertera di pop-up setelah memasukkan username dan pssword. Mengecewakan sih, padahal saya lagi butuh banget sekarang",2020-12-23T22:26:05-07:00
6787278514,Tomi Tiandra,"Terimakasih atas update barunya, tampilannnya semakin keren, fiturnya ditambahkan PIN semakin aman, transaksi nya lebih cepat & canggih. Sukses terus BRI Mobile. Aplikasi nya semakin Easy dalam menggunakannya.",2020-12-23T22:19:35-07:00
6787267779,12yuna,Dah hampir seminggu gak bs login.kecewa berat,2020-12-23T22:14:42-07:00
6787266880,sri pitri rahmayani,"Pak buk kenapa ini saya gak bisa isi gopay seperti brimo yang lama,, trus ini jga pas transfer kenapa di minta in pin dan cuma ada angka nya doang,, kan pin saya ada abc nya jgaa,,??",2020-12-23T22:14:20-07:00
6787233619,kredivogoblok,"Ini setelah d update makin ribet pake notifikasi lewat sms harus isi pulsa udah kena fotongan admin tambah lagi pulsa tuk notifikasi sms, bikin ribet sekali
Pindah bank lain saja lah bikin ribet hidup dah ribet dibikin makin ribet",2020-12-23T22:00:07-07:00
6787196781,kecoa salto,Apakah versi baru belum fix isi pulsa Top Up Dana...???,2020-12-23T21:42:34-07:00
6787171233,Noxioussch,"Mohon maaf, login setelah update aplikasi sedikit dipersulit. Sudah berkali-kali coba login dan menunggu sms untuk login namun belum ada pesan masuk untuk login akun. Bagaimana ya? Kemarin sebelum update apl normal lancar jaya, kenapaaa setelah update apl sulit login",2020-12-23T21:31:37-07:00
6787156474,zchellpy,"Min ui aplikasinya fresh banget, pengadaan baru yah? Mohon ditambakan fitur export mutasi rekening yang sebelumnya ada di aplikasi yang dulu. Tks",2020-12-23T21:24:04-07:00
6787136652,MobileLegend geleng geleng,good,2020-12-23T21:14:46-07:00
6787103599,anggadww,"Kenapa kok saya nggak nerima sms login?? Padahal nomor hp sudha benar dan saya pakai, jadi tidak bisa login",2020-12-23T21:01:11-07:00
6787081847,RestMinoz,"Hallo Pak/Bu, setelah update aplikasi brimo hari ini saya login ulang, tapi tidak ada sms notif di inbox pesan saya.. apa yang salah ya?",2020-12-23T20:50:54-07:00
6787043451,tata zie,"Hiii kak ,, Fitur pembayaran kartu kredit untuk ke bank lain udah dihapus ya???? ?",2020-12-23T20:32:20-07:00
6787039924,yusan23,Terus di suruh tunggu sms,2020-12-23T20:30:38-07:00
6787014888,M Rendra Fahlevi,Knp sya tidak bisa login padahal sya udh punya akun. Nunggu kode link mau di kirimkan ke inbox(sms) tp gak ada yg masuk2 mohon penjelasan nya kenapa ini,2020-12-23T20:18:38-07:00
6787012387,hdjdkodjdjjdkd,"Kok gak bisa login setelah pembaruan , link nya d kirim melalui sms , tapi gak ada sms masuk .",2020-12-23T20:17:26-07:00
6786915983,yunensi,Gak bisa login pas lagi butuh .. ribet,2020-12-23T19:34:45-07:00
6786876275,tsaniasrwt,"Setelah update BRIMo malah gak bisa login. Linknya berulang kali gak masuk di inbox, padahal udah berulang kali.",2020-12-23T19:17:51-07:00
6786819350,meisykow,"Kenapa saya tidak bisa login ?? Padahal sudah di update
Tolong di bantu",2020-12-23T18:52:56-07:00
6786808306,88888jane99999,Ga bs login dan reset password akhrnya ke cabang terdekat registrasi ulang masalah baru bisa selesai,2020-12-23T18:48:19-07:00
6786802187,evi sulistyanti,Saya dah daftar dah berhasil klo mau login kok suruh vertifikasi email trs sedang dah di vertifikasi tp tetep gk bisa,2020-12-23T18:45:36-07:00
6786774496,Az147r,"Tidak ada sms masuk buat login ke aplikasi, sangat tidak nyaman buat pengguna.",2020-12-23T18:33:40-07:00
6786738493,kanggabut,"Gimana caranya login, nunggu code lama lama, giliran udah dapet tp gada buat input codenya, cemana pula bosku",2020-12-23T18:17:56-07:00
6786719439,YudhaIv,"BRIMOLA nya copy no BRIFA ga bisa, app BRIMO bayar BRIVA ga bisa,  mohon d perbaiki",2020-12-23T18:09:51-07:00
6786716005,saparufin,"Setelah saya update malah gak bisa loginn? Bagaimana ini,di suruh buka pesan tapi gak ada yg masuk!",2020-12-23T18:08:26-07:00
6786709747,BerlianaSafitri,"Setelah di update jadi makin jelek, untuk login saja tidak bisa, katanya dikirim link login melalui sms, udah sejam nunggu gaada sms yg masuk! Nyesel update! Jadi makin susah dan makin jelek",2020-12-23T18:05:49-07:00
6786690023,bckfkflodkdnxncj765432,"Habis login kembali disuruh tunggu sms, ga ada yang masuk sama sekali, bingung deh apa emang berkali kali kirim ulang dulu baru ada atau gimana si?",2020-12-23T17:57:16-07:00
6786661808,Ms.DASS,"Saya sudah mencoba login berkali kali dan pihak BRIMO meminta masukan kode link, semntara tidak ada masuk SMS kode link dri BRI ke nomor hp saya? Pdhal di nomer hp saya tdk pernah berganti Mohon arahan nyaa",2020-12-23T17:45:08-07:00
